ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIN10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,SENCNTL,STIMULUS,TEAPARTY,TIMESEN10,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,ABORTION,ABORT2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
867672.0,Indiana,100.0,Call 1,Complete,Election day exit poll,0.615280866622925,Dan Coats,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",College graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Somewhat worried,Strongly disapprove,,,,Neutral,In the last month,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,46544.0
867602.0,Indiana,100.0,Call 1,Complete,Election day exit poll,0.615280866622925,Dan Coats,Female,White,30-39,Independent,Conservative,"$75,000-$99,999",College graduate,No,No,,,,,,,Government should do more to solve problems,Repeal it,The economy,No,Somewhat worried,Omit,,,,Neutral,In the last three days,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Omit,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,In the last month,In the last week,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,46544.0
900432.0,Indiana,54.0,Call 3,Complete,Election day exit poll,1.97191894054413,Other,Female,White,50-59,Something else,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,,,,,,,Government should do more to solve problems,Expand it,The war in Afghanistan,Yes,Somewhat worried,Somewhat disapprove,,,,Neutral,In the last month,Generally going in the right direction,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,In the last month,In the last month or earlier,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,46356.0
867155.0,Indiana,100.0,Call 1,Complete,Election day exit poll,0.577957034111023,Brad Ellsworth,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,Health care,Yes,Somewhat worried,Somewhat approve,,,,Somewhat oppose,In the last month,Generally going in the right direction,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Approve,Republican,Republican Men,White Republicans,Conservative Republicans,White,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,46544.0
883667.0,Indiana,84.0,Call 2,Complete,Election day exit poll,0.878647446632385,Brad Ellsworth,Female,Hispanic,50-59,Democrat,Liberal,"$50,000-$74,999",College graduate,Yes,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Somewhat worried,Strongly approve,,,,Somewhat oppose,In the last three days,Generally going in the right direction,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,Oppose,In the last month,In the last week,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,5.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,46911.0
883065.0,Indiana,87.0,Call 2,Complete,Election day exit poll,1.66625559329987,Brad Ellsworth,Male,Asian,40-44,Independent,Moderate,"$30,000-$49,999",College graduate,,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Not too worried,Strongly approve,,,,Somewhat oppose,In the last month,Generally going in the right direction,,Non black male,All other races,30-44,30-59,18-44,30-44,40-49,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,The economy,Not worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,47403.0
883064.0,Indiana,87.0,Call 2,Complete,Election day exit poll,1.66625559329987,Brad Ellsworth,Male,Asian,40-44,Independent,Moderate,"$30,000-$49,999",College graduate,,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Not too worried,Strongly approve,,,,Somewhat oppose,In the last month,Generally going in the right direction,,Non black male,All other races,30-44,30-59,18-44,30-44,40-49,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,The economy,Not worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,47403.0
867152.0,Indiana,70.0,Call 1,Complete,Election day exit poll,0.631082117557526,Brad Ellsworth,Female,Black,45-49,Independent,Moderate,"$30,000-$49,999",College graduate,No,Yes,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Somewhat worried,Somewhat approve,,,,Somewhat oppose,In the last month,Generally going in the right direction,,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Black,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,46205.0
900265.0,Indiana,26.0,Call 3,Complete,Election day exit poll,0.87192565202713,Brad Ellsworth,Female,White,60-64,Democrat,Moderate,"$200,000 or more",Postgraduate study,,No,,,,,,,Omit,Expand it,The economy,Yes,Not too worried,Somewhat approve,,,,Somewhat oppose,In the last month,Generally going in the right direction,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,46507.0
883110.0,Indiana,70.0,Call 2,Complete,Election day exit poll,0.631082117557526,Brad Ellsworth,Female,Black,40-44,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,No,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Yes,Very worried,Strongly approve,,,,Somewhat oppose,Before that,Generally going in the right direction,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,46205.0
883614.0,Indiana,84.0,Call 2,Complete,Election day exit poll,0.896837830543518,Brad Ellsworth,Female,White,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The war in Afghanistan,No,Somewhat worried,Somewhat approve,,,,Somewhat oppose,In the last three days,Generally going in the right direction,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,In the last month,In the last week,Yes,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Rural,Small Cities/Rural,5.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,46911.0
902060.0,Indiana,18.0,Call 3,Complete,Election day exit poll,0.854240596294403,Brad Ellsworth,Female,Hispanic,50-59,Democrat,Liberal,"$75,000-$99,999",High school graduate,Yes,No,,,,,,,Government should do more to solve problems,Expand it,The war in Afghanistan,No,Somewhat worried,Strongly approve,,,,Somewhat oppose,Before that,Generally going in the right direction,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46738.0
868178.0,Indiana,87.0,Call 1,Complete,Election day exit poll,1.65405142307281,Brad Ellsworth,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Somewhat worried,Strongly approve,,,,Somewhat oppose,In the last month,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,47403.0
881979.0,Indiana,34.0,Call 2,Complete,Election day exit poll,0.8383549451828,Brad Ellsworth,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Somewhat worried,Strongly approve,,,,Somewhat oppose,Before that,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,5.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46060.0
900296.0,Indiana,72.0,Call 3,Complete,Election day exit poll,0.870011329650879,Brad Ellsworth,Female,Black,40-44,Democrat,Moderate,,College graduate,No,Yes,,,,,,,Government should do more to solve problems,Leave it as is,The economy,No,Somewhat worried,Strongly approve,,,,Somewhat oppose,Before that,Generally going in the right direction,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,Before that,In the last month or earlier,,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very downscale,46221.0
902207.0,Indiana,108.0,Call 3,Complete,Election day exit poll,0.474673509597778,Brad Ellsworth,Female,White,18-24,Democrat,Liberal,"Under $30,000",College graduate,No,No,,,,,,,Government should do more to solve problems,Leave it as is,The economy,No,Somewhat worried,Strongly approve,,,,Somewhat oppose,In the last month,Generally going in the right direction,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,47715.0
