ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINHONEST,CLINREALISTIC,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GENDISS,GENDISS2,GEOCODE,GETAHEAD,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,MARRIED,MODPRS16,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SANDHONEST,SANDREALISTIC,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,UNIONHH12,VERSION,WEIGHT,WHNCLINC,ZIPCODE
493239.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,8.0,Hillary Clinton,Omit,,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,5.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Economy/Jobs,,Hillary Clinton,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,160.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Rural,Small Cities/Rural,Missouri,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,0.960778534412384,Yes,65667.0
493246.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,7.0,Hillary Clinton,Yes,,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,5.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Terrorism,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,65.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,No,,,,Female,White women,,Suburbs,Suburbs,Missouri,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,0.96004980802536,No,64836.0
493250.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Bernie Sanders,Call 1,4.0,,,Realistic,Not liberal enough,Favors the wealthy,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,,,,,,,,,Health care,Yes,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,5.0,No,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,,,,Version 2,0.941109538078308,,65202.0
493256.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,2.0,Omit,Omit,,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Bernie Sanders,Omit,Be from outside the political establishment,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,,,69.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Omit,,,,Female,White women,,Suburbs,Suburbs,Missouri,Election day exit poll,In the last few days,Last few days,In the last month,This month,Omit,Yes,Version 1,1.00374710559845,No,63010.0
493262.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,8.0,Hillary Clinton,Yes,,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,5.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Economy/Jobs,,Hillary Clinton,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,160.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Rural,Small Cities/Rural,Missouri,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Yes,Version 1,0.960778534412384,Yes,65667.0
493266.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,2.0,Bernie Sanders,No,,,,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Bernie Sanders,Health care,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,71.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Male,White men,,Suburbs,Suburbs,Missouri,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,0.796852886676788,No,63010.0
493273.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Bernie Sanders,Call 1,7.0,,,Not realistic,Too liberal,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,5.0,Falling behind financially,,,,,,,,,Health care,Yes,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,33.0,No,Cares about people like me,White,White,State questionnaire,White,White,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,,,,Version 2,0.97048407793045,,65804.0
493276.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Bernie Sanders,Call 1,7.0,,,Realistic,Not liberal enough,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,5.0,Getting ahead financially,,,,,,,,,Income inequality,No,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,65.0,No,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Male,White men,Non married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,,,,Version 2,0.724625825881958,,64836.0
493283.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,2.0,Bernie Sanders,Yes,,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,1.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Bernie Sanders,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,123.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Suburbs,Suburbs,Missouri,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,No,Version 1,0.748977541923523,No,63011.0
493289.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,8.0,Omit,Omit,,,,Very worried,Worried,,,,,,,5.0,,,,,,,,,Omit,Economy/Jobs,,Hillary Clinton,Change to less liberal policies,Be from outside the political establishment,45+,65+,,,,,,,,,160.0,,Omit,White,White,State questionnaire,White,White,,,,,Midwest,,Omit,,,,Male,White men,,Rural,Small Cities/Rural,Missouri,Election day exit poll,In the last few days,Last few days,In the last month,This month,Omit,No,Version 1,1.11928224563599,,65667.0
493294.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,2.0,Bernie Sanders,No,,,,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Income inequality,,Bernie Sanders,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,69.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Male,White men,,Suburbs,Suburbs,Missouri,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,1.21156072616577,No,63010.0
493298.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Complete,Bernie Sanders,Call 1,1.0,,,Omit,Omit,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Not an important factor,Not an important factor,5.0,Falling behind financially,,,,,,,,,Income inequality,Yes,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,88.0,No,Honest and trustworthy,Other,American Indian,State questionnaire,Other,Non-white,Omit,Omit,Omit,Omit,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Male,All other races,Married men,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,,,,Version 2,0.554230809211731,,67850.0
493299.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,2.0,Bernie Sanders,No,,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Health care,,Bernie Sanders,Change to more liberal policies,Be from outside the political establishment,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,71.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Suburbs,Suburbs,Missouri,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,0.784473896026611,No,63010.0
493303.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Not complete,,Call 1,4.0,,,,,,Very worried,Worried,,,,,,,4.0,,,,,,,,,,,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,,,,,,,,,5.0,,,White,White,State questionnaire,White,White,,,,,Midwest,,,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,,No,Version 1,0.984783589839935,,65202.0
493309.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Hillary Clinton,Call 1,7.0,,,Realistic,About right,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,,,,,,,,,Health care,Yes,Bernie Sanders,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,65.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,Not liberal enough,,Realistic,Dissatisfied,Satisifed,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,,,,Version 2,0.67632132768631,,64836.0
493312.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Hillary Clinton,Call 1,7.0,,,Realistic,About right,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,,,,,,,,,Terrorism,No,Bernie Sanders,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,33.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Omit,Satisifed,Satisifed,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,,,,Version 2,0.710876703262329,,65804.0
493327.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,8.0,Hillary Clinton,Yes,,,,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,5.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Economy/Jobs,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,160.0,,Can win in November,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Rural,Small Cities/Rural,Missouri,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,0.92729663848877,Yes,65667.0
493336.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,Bernie Sanders,No,,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Bernie Sanders,Change to less liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,71.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Suburbs,Suburbs,Missouri,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,No,Version 1,0.784473896026611,No,63010.0
493337.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Hillary Clinton,Call 1,1.0,,,Realistic,About right,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,5.0,Holding steady financially,,,,,,,,,Income inequality,Yes,Hillary Clinton,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,88.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Female,White women,Married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,,,,Version 2,0.680709362030029,,67850.0
493339.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bernie Sanders,Call 1,7.0,,,Not realistic,Not liberal enough,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,5.0,Falling behind financially,,,,,,,,,Income inequality,No,Bernie Sanders,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,65.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Midwest,About right,,Realistic,Dissatisfied,Satisifed,Female,White women,Non married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,,,,Version 2,0.575857996940613,,64836.0
