ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ALDPRS16,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,UNIONHH12,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC,ZIPCODE
404506.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Hillary Clinton,,,Complete,Call 1,6.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.53397881984711,No,35226.0
410292.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Hillary Clinton,,,Complete,Call 2,5.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,,Health care,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,All others,Somewhat liberal,Liberal,Liberal,44.0,,Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,,,,,South,,,,Hillary Clinton,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,2.1069004535675,No,35810.0
404493.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Hillary Clinton,,,Complete,Call 1,6.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,31.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.463868707418442,No,35126.0
410280.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Hillary Clinton,,,Complete,Call 2,7.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Health care,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,33.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,2.30634713172913,No,35209.0
410270.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Hillary Clinton,,,Complete,Call 2,1.0,,Favors the wealthy,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,4.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,57.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.68432754278183,No,36617.0
404475.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Hillary Clinton,,,Complete,Call 1,6.0,,Is fair to most Americans,Not at all worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Health care,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,75.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,Suburbs,Suburbs,Alabama,Election day exit poll,Just today,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.115831561386585,No,35043.0
408323.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Hillary Clinton,,,Complete,Call 2,5.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,23.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.18402910232544,No,35744.0
416535.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Hillary Clinton,,,Complete,Call 3,1.0,,Favors the wealthy,Not at all worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,57.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.598402619361877,No,36617.0
409723.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Hillary Clinton,,,Complete,Call 2,3.0,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,Moderate or conservative,Conservative,9.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.653250634670258,No,36203.0
404446.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Hillary Clinton,,,Complete,Call 1,6.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,Change to less liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Moderate,Moderate or conservative,Moderate,26.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Just today,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.892225444316864,No,35226.0
404436.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Hillary Clinton,,,Complete,Call 1,6.0,,Is fair to most Americans,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Be from outside the political establishment,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,31.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Male,Black men,Suburbs,Suburbs,Alabama,Election day exit poll,Just today,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Omit,Omit,Omit,Version 1,0.5520179271698,No,35126.0
404434.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Hillary Clinton,,,Complete,Call 1,6.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,74.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.29412114620209,No,35007.0
403391.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Hillary Clinton,,,Complete,Call 1,2.0,,Is fair to most Americans,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,67.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.965510427951813,No,36110.0
410209.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Hillary Clinton,,,Complete,Call 2,7.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,17.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,Rural,Small Cities/Rural,Alabama,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.25793468952179,No,36701.0
412132.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Hillary Clinton,,,Complete,Call 2,1.0,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,4.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,62.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Male,Black men,Suburbs,Suburbs,Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.424087733030319,No,36560.0
