ID,HOUNY18,SENNY18,GOVNY18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,ATTREL,BACKSIDE,BOYSGIRLS,BREAK18,BREAK18A,BREAK18B,BRNAGAIN,CALL,CDNUM,CHILD18,CHILDBOY,CHILDGIRL,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECFOREIGN18,FAVDEM2,FAVPARTY,FAVPELOSI,FAVREP2,FINSIT2,FORTRUMPH,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HOU,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,LGBT,MARRIED,MUELLERAPP,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,REL5,RELIGN18,RELWHITE,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18HOU,TIME18HOUMONTH,TIME18HOUWEEK,TRACK,TRADE18,TRUMP2,TRUMP4,TRUMPFP18,TRUMPIMM,UNITED18,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WPROTBRN,WPROTBRN3,ZIPCODE
31066.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 1,13.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Immigration,,No,,Yes,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,86.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,,,White,White,,East,None,None,None,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.493068784475327,White none,,All others,Very important,Important,No,All others,10033.0
46506.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 2,20.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Immigration,,No,,No,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,130.0,Liberal Democrats,Liberal Democrats,Other,Asian,National questionnaire,Asian,,,Non-white,Asian,,East,None,None,,,The Democratic candidate,Male,All other races,Somewhat serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.50348287820816,Non-white,,All others,Very important,Important,No,,12302.0
65811.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Once a week or more,At least monthly,Protestant/Attend weekly,Complete,No children in home,,,,No,Call 3,13.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,86.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,Protestant/Other Non-Catholic Christian,Protestant,,,The Democratic candidate,Female,Black women,Very serious,Serious,Married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.476205706596375,Non-white,,All others,Very important,Important,No,,10033.0
66654.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,"Yes, only boys",,,,Yes,Call 3,14.0,Yes,Yes,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,Yes,,Yes,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,118.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,Catholic,Catholic,,,The Democratic candidate,Male,Latino men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.818204462528229,Non-white,,All others,Very important,Important,No,,11368.0
30999.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,No children in home,,,,No,Call 1,26.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,4.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,1.03047358989716,White Catholics,,All others,Very important,Important,No,All others,14224.0
32145.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a year,A few times a year or less,Protestant/Do not attend weekly,Complete,No children in home,,,,No,Call 1,20.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,130.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.75074428319931,White Protestants,,All others,Somewhat important,Important,No,White Protestant non-evangelical,12302.0
65743.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 3,13.0,No,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,Yes,,Yes,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,86.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,None,None,,,The Democratic candidate,Male,Latino men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.790930986404419,Non-white,,All others,Very important,Important,No,,10033.0
30965.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a month,At least monthly,Catholic/Do not attend weekly,Complete,"Yes, only girls",,,,No,Call 1,26.0,Yes,No,Yes,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,4.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.560929894447327,White Catholics,,All others,Very important,Important,No,All others,14224.0
46382.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 2,14.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,Yes,,No,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,None,None,,,The Democratic candidate,Male,Latino men,Somewhat serious,Serious,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,1.19577181339264,Non-white,,All others,Very important,Important,No,,11377.0
30928.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,A few times a year or less,Catholic/Do not attend weekly,Complete,No children in home,,,,No,Call 1,20.0,No,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,130.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.7856764793396,White Catholics,,All others,Very important,Important,No,All others,12302.0
65877.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,No children in home,,,,No,Call 3,13.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,Yes,,No,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,Independent Women,All others,Moderate,86.0,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,Catholic,Catholic,,,The Democratic candidate,Female,Latino women,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.354846715927124,Non-white,,All others,Somewhat important,Important,No,,10033.0
47153.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,A few times a year or less,All others,Complete,No children in home,,,,No,Call 2,20.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,130.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Something else,Other,Something else,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.69748991727829,White something else,,All others,Very important,Important,No,All others,12302.0
46346.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Once a week or more,At least monthly,All others,Complete,"Yes, only girls",,,,Yes,Call 2,25.0,Yes,No,Yes,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,4.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,No,,No,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,59.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,1.27543997764587,White Protestants,,White Born-again/Evangelical Christians,Very important,Important,Yes,White Protestant evangelical,14617.0
32153.0,The Democratic candidate,Other,Andrew Cuomo,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Once a week or more,At least monthly,All others,Complete,No children in home,,,,Yes,Call 1,15.0,No,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,No,,,,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,Protestant/Other Non-Catholic Christian,Other Christian,,,Other,Female,Black women,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.744478285312653,Non-white,,All others,Very important,Important,No,,10456.0
67447.0,The Democratic candidate,Kirsten Gillibrand,Marc Molinaro,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,No children in home,,,,No,Call 3,20.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,3.0,The Republican candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,No,,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,130.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,,1.13364624977112,White Catholics,,All others,Very important,Important,No,All others,12302.0
