ID,SENNC14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BORNINNC14,BRNAGAIN,CALL,CDNUM,CHILD12,CONTACTHAGAN,CONTACTNC14,CONTACTTILLIS,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HAGANTOOCLOSE,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARCHILD,MARRIED,MINWAGE14,MOVETONC14,MOVETONC10YR,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TILLISCNSRV,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRHAGAN,UNFAIRNC14,UNFAIRTILLIS,VERSION,VETVOTER,VOTERID14,WEIGHT,WHNCLINC,WHTEVANG,ZIPCODE
1546.0,Kay Hagan,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,,11.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,5.0,Government is doing too many things better left to businesses and individuals,About the right amount,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,,,Favor,,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,South,,Female,White women,,Rural,Small Cities/Rural, North Carolina,Telephone survey,Too conservative,Before that,In the last month,Before that,In the last month,Generally going in the right direction,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,2.5312557220459,Yes,,28705.0
1545.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,,2.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Omit,Unfavorable,,1.0,Government is doing too many things better left to businesses and individuals,About the right amount,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,,,Favor,,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,Too conservative,Before that,In the last month,In the last week,In the last week,Omit,Kay Hagan did,Both of them,Thom Tillis did,Version 1,Yes,,1.08980846405029,No,,28314.0
70377.0,Kay Hagan,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,Not complete,Moved to North Carolina,Yes,Call 2,9.0,,No,Neither of them,No,,,,,,,To express support for Barack Obama,3.0,,,,,,,,,,,,,No,,,,10+ years but not born here,More than 10 years,,,,,,,45+,18-64,,,,,,,,,56.0,,,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,,,,,Version 2,,,0.497326970100403,,All others,28078.0
1543.0,Kay Hagan,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,,1.0,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,About the right amount,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,,,Favor,,,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Generally going in the right direction,Kay Hagan did not,Only Thom Tillis,Thom Tillis did,Version 1,No,,3.20773863792419,No,,27804.0
1540.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,,6.0,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,,4.0,Government is doing too many things better left to businesses and individuals,Too often,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Disapprove,,No,,,Favor,,,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,South,,Female,White women,,Suburbs,Suburbs, North Carolina,Telephone survey,Too conservative,Before that,In the last month,In the last week,In the last week,Seriously off on the wrong track,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,0.942806661128998,Yes,,27288.0
1538.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,,10.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,5.0,Government should do more to solve problems,About the right amount,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,,,Favor,,,Not worried,Not at all worried,Approve,Somewhat approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,South,,Male,White men,,Suburbs,Suburbs, North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Generally going in the right direction,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,1.7675404548645,No,,28778.0
1536.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,,,Complete,,,,6.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,,4.0,Government is doing too many things better left to businesses and individuals,About the right amount,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,,,Favor,,,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,Other,State questionnaire,Other,Other,,,South,,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,Not conservative enough,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,0.332764208316803,No,,27262.0
70366.0,Kay Hagan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Once a week,Weekly,Complete,Born in North Carolina,,Call 2,7.0,No,No,Neither of them,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Barack Obama was not a factor,1.0,,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,The economy,Yes,All others,Yes,,I was born in North Carolina,More than 10 years,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,3.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,No,Female,Latino women,Married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,,,,,Version 2,,No,0.98015433549881,No,All others,28337.0
1532.0,Kay Hagan,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,,9.0,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,3.0,Government should do more to solve problems,About the right amount,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Approve,,No,,,Favor,,,Worried,Very worried,Approve,Strongly approve,,,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Women,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,,Suburbs,Suburbs, North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did not,Only Thom Tillis,Thom Tillis did,Version 1,No,,3.23920011520386,No,,28105.0
1531.0,Kay Hagan,30-44,30-59,30-39,18-44,30-44,30-39,,,,,,Complete,,,,9.0,,,,,Postgraduate study,College graduate,More than High school graduate,,Favorable,Unfavorable,,2.0,Omit,About the right amount,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999",,Approve,,No,,,Favor,,,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,,Independent/Something else,,,Independent,Independent Women,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,State questionnaire,,,,,South,,Female,,,Suburbs,Suburbs, North Carolina,Telephone survey,About right,Before that,In the last month,In the last week,In the last week,Generally going in the right direction,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,0.923724174499512,No,,37119.0
1530.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,Complete,,,,8.0,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Unfavorable,,3.0,Government should do more to solve problems,Omit,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Disapprove,,Yes,,,Favor,,,Not worried,Not too worried,Disapprove,Strongly disapprove,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Men,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Other,,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,,Male,Latino men,,Suburbs,Suburbs, North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Generally going in the right direction,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,0.362612128257751,No,,28081.0
1528.0,Kay Hagan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,,5.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,4.0,Government should do more to solve problems,About the right amount,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,,,Favor,,,Omit,Omit,Approve,Strongly approve,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,South,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did not,Only Thom Tillis,Thom Tillis did,Version 1,No,,0.61585545539856,Yes,,27104.0
1527.0,Kay Hagan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,,11.0,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,5.0,Omit,About the right amount,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Omit,,No,,,Favor,,,Omit,Omit,Approve,Strongly approve,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,South,,Female,White women,,Rural,Small Cities/Rural, North Carolina,Telephone survey,Omit,Before that,Before that,Before that,Before that,Generally going in the right direction,Kay Hagan did not,Only Thom Tillis,Thom Tillis did,Version 1,No,,1.12350070476532,Yes,,28752.0
1526.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,,8.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,4.0,Omit,About the right amount,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,,No,,,Favor,,,Not worried,Not at all worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,South,,Male,White men,,Suburbs,Suburbs, North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Generally going in the right direction,Kay Hagan did not,Only Thom Tillis,Thom Tillis did,Version 1,No,,1.4533360004425,No,,28138.0
1519.0,Kay Hagan,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,,10.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,5.0,Government should do more to solve problems,About the right amount,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,,No,,,Favor,,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,South,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did not,Only Thom Tillis,Thom Tillis did,Version 1,No,,1.04224359989166,No,,28806.0
1516.0,Kay Hagan,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,,3.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,Too often,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,,,Oppose,,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,South,,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,4.4266185760498,No,,28562.0
1513.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,,7.0,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,2.0,Government should do more to solve problems,Too often,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,,,Favor,,,Not worried,Not at all worried,Disapprove,Somewhat disapprove,,,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,,Suburbs,Suburbs, North Carolina,Telephone survey,Too conservative,Before that,In the last month,In the last week,In the last week,Generally going in the right direction,Kay Hagan did,Both of them,Thom Tillis did,Version 1,Yes,,2.8921525478363,No,,27520.0
1511.0,Kay Hagan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,,5.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,5.0,Government should do more to solve problems,Too often,,,,,,,,,Disapprove,,No,,,Favor,,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,South,,Female,White women,,Rural,Small Cities/Rural, North Carolina,Telephone survey,Too conservative,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,0.56175035238266,No,,28605.0
